"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"YBL079W",8.38699452681805,8.22908868741101,153.088254248782,4.68381840112395e-17,2.04573114379255e-15,28.3708082181262
"YDL040C",7.7717337118125,7.91265509530795,147.985772428188,6.40713449266639e-17,2.04573114379255e-15,28.3694475311608
"YCR026C",6.71038681557504,6.76746458013737,142.338478885991,9.17977381977069e-17,2.11548984591708e-15,28.3667071629123
"YGR198W",7.00969729863429,7.39481485282374,143.27439409643,8.64026708509169e-17,2.0897603498698e-15,28.3641139588508
"YOR151C",9.0190739087607,9.26470215232497,159.197263297456,3.26238626219935e-17,2.04573114379255e-15,28.3622801142775
"YGR267C",6.72507179554588,6.8235101890331,142.273838919832,9.21839101062134e-17,2.11548984591708e-15,28.3620615016151
"YOL063C",6.49401791015548,6.40027285146493,141.736514122539,9.54645809576525e-17,2.12675669848709e-15,28.3600745902088
"YMR108W",8.41746115382246,8.76778349195608,152.928147969611,4.72933598981627e-17,2.04573114379255e-15,28.355329790377
"YOR204W",9.34607879042714,9.78761223110983,162.244435698055,2.73797261850518e-17,2.04573114379255e-15,28.3433671712925
"YKL140W",6.16960327370871,6.32307880211293,141.2684300216,9.84281516333451e-17,2.15623270844781e-15,28.3414223689858
"YDR334W",7.18370470923414,7.41283235536054,143.308154362878,8.62147381313923e-17,2.0897603498698e-15,28.329348999684
"YGL213C",5.95502968720371,6.27287638907203,141.313741377079,9.81368620365744e-17,2.15623270844781e-15,28.32534682921
"YDR301W",6.9315835633839,6.91460368839434,142.074121155707,9.3388482641148e-17,2.1236993353551e-15,28.3237508226672
"YOR116C",8.43182556813924,8.43348699575335,152.156669290533,4.95564762268918e-17,2.04573114379255e-15,28.3228929957484
"YLR077W",6.3600616535137,6.05277189533606,140.76472167717,1.01731640962536e-16,2.15735737460188e-15,28.320964079819
"YNL123W",7.79576645125715,8.05459975420296,146.955432262085,6.83451017442831e-17,2.04573114379255e-15,28.3208323048766
"YNR043W",7.53229860274227,7.6734813310346,145.062267819982,7.70461726803516e-17,2.04573114379255e-15,28.3163651608824
"YJR065C",7.63893269636638,7.97285269810027,145.716613925273,7.39071644666035e-17,2.04573114379255e-15,28.3146919807484
